1,2,3,4,5,6
七台河,QTLF0BL131158GJGX-20,QTLF0BL131158GJGX-20-2C1,131158,ENABLED,17898
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-1AT,131092,ENABLED,1015
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-2CT,131176,ENABLED,1013
七台河,QTLF0BL131131GJGX-20,QTLF0BL131131GJGX-20-2BT,131131,ENABLED,1015
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-1B1,131176,ENABLED,17897
七台河,QTLF0XX131168GJGX-20,QTLF0XX131168GJGX-20-1A1,131168,ENABLED,17897
七台河,QTLF0BL131136GJGX-20,QTLF0BL131136GJGX-20-1C1,131136,ENABLED,17898
七台河,QTLF0BL131120GJGX-20,QTLF0BL131120GJGX-20-2AT,131120,ENABLED,1015
七台河,QTLF0BL131120GJGX-20,QTLF0BL131120GJGX-20-2A1,131120,ENABLED,17898
七台河,QTLF0BL131100GJGX-20,QTLF0BL131100GJGX-20-1C1,131100,ENABLED,17898
七台河,QTLF0QZ131163GJGX-20,QTLF0QZ131163GJGX-20-1CT,131163,DISABLED,1008
七台河,QTLF0QZ131163GJGX-20,QTLF0QZ131163GJGX-20-1C1,131163,ENABLED,17897
七台河,QTLF0BL131140GJGX-20,QTLF0BL131140GJGX-20-1B1,131140,ENABLED,17898
七台河,QTLF0BL131157GJGX-20,QTLF0BL131157GJGX-20-1B1,131157,ENABLED,17898
七台河,QTLF0XX131169GJGX-20,QTLF0XX131169GJGX-20-1B1,131169,ENABLED,17897
七台河,QTLF0BL131110GJGX-20,QTLF0BL131110GJGX-20-2C1,131110,ENABLED,17898
七台河,QTLF0BL131157GJGX-20,QTLF0BL131157GJGX-20-1BT,131157,ENABLED,1015
七台河,QTLF0BL131140GJGX-20,QTLF0BL131140GJGX-20-1BT,131140,ENABLED,1016
七台河,QTLF0BL131108GJGX-20,QTLF0BL131108GJGX-20-1AT,131108,ENABLED,1015
七台河,QTLF0XX131169GJGX-20,QTLF0XX131169GJGX-20-1BT,131169,DISABLED,1013
七台河,QTLF0QZ131091GJGX-20,QTLF0QZ131091GJGX-20-1A1,131091,ENABLED,17898
七台河,QTLF0BL131133GJGX-20,QTLF0BL131133GJGX-20-1AT,131133,ENABLED,1015
七台河,QTLF0BL131149GJGX-20,QTLF0BL131149-2C1,gNBId,ENABLED,17898
七台河,QTLF0BL131131GJGX-20,QTLF0BL131131GJGX-20-2AT,131131,ENABLED,1015
七台河,QTLF0BL131127GJGX-20,QTLF0BL131127GJGX-20-1B1,131127,ENABLED,17898
七台河,QTLF0BL131131GJGX-20,QTLF0BL131131GJGX-20-2A1,131131,ENABLED,17898
七台河,QTLF0BL131127GJGX-20,QTLF0BL131127GJGX-20-1BT,131127,ENABLED,1015
七台河,QTLF0QZ131091GJGX-20,QTLF0QZ131091GJGX-20-1AT,131091,ENABLED,1008
七台河,QTLF0BL131133GJGX-20,QTLF0BL131133GJGX-20-1A1,131133,ENABLED,17898
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141-3C1,gNBId,DISABLED,17898
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-1C1,131151,DISABLED,17898
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-2B1,131151,DISABLED,17898
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-1A1,131176,ENABLED,17897
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-2BT,131151,DISABLED,1008
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-1AT,131176,ENABLED,1013
七台河,QTLF0BL131136GJGX-20,QTLF0BL131136GJGX-20-1B1,131136,ENABLED,17898
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-1CT,131151,DISABLED,1014
七台河,QTLF0BL131150GJGX-20,QTLF0BL131150GJGX-20-1CT,131150,ENABLED,1016
七台河,QTLF0QZ968004GJGX-20,QTLF0QZ968004-1C1,gNBId,ENABLED,17898
七台河,QTLF0BL131150GJGX-20,QTLF0BL131150GJGX-20-1C1,131150,ENABLED,17898
七台河,QTLF0BL131157GJGX-20,QTLF0BL131157GJGX-20-1CT,131157,ENABLED,1015
七台河,QTLF0BL131140GJGX-20,QTLF0BL131140GJGX-20-1CT,131140,ENABLED,1016
七台河,QTLF0QZ131146GJGX-20,QTLF0QZ131146GJGX-20-1CT,131146,ENABLED,1008
七台河,QTLF0BL131140GJGX-20,QTLF0BL131140GJGX-20-1C1,131140,ENABLED,17898
七台河,QTLF0BL131157GJGX-20,QTLF0BL131157GJGX-20-1C1,131157,ENABLED,17898
七台河,QTLF0QZ131146GJGX-20,QTLF0QZ131146GJGX-20-1C1,131146,ENABLED,17898
七台河,QTLF0XX131173GJGX-20,QTLF0XX131173GJGX-20-1BT,131173,DISABLED,1013
七台河,QTLF0BL131127GJGX-20,QTLF0BL131127GJGX-20-1AT,131127,ENABLED,1015
七台河,QTLF0BL131096GJGX-20,QTLF0BL131096GJGX-20-1BT,131096,ENABLED,1015
七台河,QTLF0XX131169GJGX-20,QTLF0XX131169GJGX-20-1A1,131169,ENABLED,17897
七台河,QTLF0BL131096GJGX-20,QTLF0BL131096GJGX-20-1B1,131096,ENABLED,17898
七台河,QTLF0XX131169GJGX-20,QTLF0XX131169GJGX-20-1AT,131169,DISABLED,1013
七台河,QTLF0BL131149GJGX-20,QTLF0BL131149-2B1,gNBId,ENABLED,17898
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-2CT,131151,DISABLED,1008
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-1CT,131088,ENABLED,1015
七台河,QTLF0BL131102GJGX-20,QTLF0BL131102GJGX-20-2A1,131102,DISABLED,17898
七台河,QTLF0BL131133GJGX-20,QTLF0BL131133GJGX-20-1B1,131133,ENABLED,17898
七台河,QTLF0BL131139GJGX-20,QTLF0BL131139GJGX-20-1B1,131139,ENABLED,17898
七台河,QTLF0BL131133GJGX-20,QTLF0BL131133GJGX-20-1BT,131133,ENABLED,1015
七台河,QTLF0BL131103GJGX-20,QTLF0BL131103GJGX-20-1A1,131103,ENABLED,17898
七台河,QTLF0BL131139GJGX-20,QTLF0BL131139GJGX-20-1BT,131139,ENABLED,1016
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141-3B1,gNBId,DISABLED,17898
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-1B1,131151,DISABLED,17898
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-2C1,131151,DISABLED,17898
七台河,QTLF0BL131102GJGX-20,QTLF0BL131102GJGX-20-2AT,131102,DISABLED,1015
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-1C1,131088,ENABLED,17898
七台河,QTLF0BL131100GJGX-20,QTLF0BL131100GJGX-20-1AT,131100,ENABLED,1015
七台河,QTLF0BL131120GJGX-20,QTLF0BL131120GJGX-20-2CT,131120,ENABLED,1015
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-2C1,131176,ENABLED,17897
七台河,QTLF0BL131120GJGX-20,QTLF0BL131120GJGX-20-2C1,131120,ENABLED,17898
七台河,QTLF0QZ968004GJGX-20,QTLF0QZ968004-1B1,gNBId,ENABLED,17898
七台河,QTLF0BL131100GJGX-20,QTLF0BL131100GJGX-20-1A1,131100,ENABLED,17898
七台河,QTLF0BL131150GJGX-20,QTLF0BL131150GJGX-20-1B1,131150,ENABLED,17898
七台河,QTLF0BL131148GJGX-20,QTLF0BL131148GJGX-20-1B1,131148,ENABLED,17898
七台河,QTLF0BL131104GJGX-20,QTLF0BL131104GJGX-20-1BT,131104,DISABLED,1015
七台河,QTLF0BL131150GJGX-20,QTLF0BL131150GJGX-20-1BT,131150,ENABLED,1016
七台河,QTLF0BL131148GJGX-20,QTLF0BL131148GJGX-20-1BT,131148,DISABLED,1016
七台河,QTLF0BL131104GJGX-20,QTLF0BL131104GJGX-20-1B1,131104,ENABLED,17898
七台河,QTLF0QZ131146GJGX-20,QTLF0QZ131146GJGX-20-1B1,131146,ENABLED,17898
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-2A1,131176,ENABLED,17897
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-2AT,131176,ENABLED,1013
七台河,QTLF0QZ131146GJGX-20,QTLF0QZ131146GJGX-20-1BT,131146,ENABLED,1008
七台河,QTLF0BL131096GJGX-20,QTLF0BL131096GJGX-20-1C1,131096,ENABLED,17898
七台河,QTLF0BL131139GJGX-20,QTLF0BL131139GJGX-20-1CT,131139,ENABLED,1016
七台河,QTLF0BL131133GJGX-20,QTLF0BL131133GJGX-20-1CT,131133,ENABLED,1015
七台河,QTLF0XX131118GJGX-20,QTLF0XX131118GJGX-20-1B1,131118,ENABLED,17897
七台河,QTLF0BL131104GJGX-20,QTLF0BL131104GJGX-20-2BT,131104,ENABLED,1015
七台河,QTLF0XX131118GJGX-20,QTLF0XX131118GJGX-20-1BT,131118,DISABLED,1008
七台河,QTLF0BL131104GJGX-20,QTLF0BL131104GJGX-20-2B1,131104,ENABLED,17898
七台河,QTLF0BL131096GJGX-20,QTLF0BL131096GJGX-20-1CT,131096,ENABLED,1015
七台河,QTLF0BL131139GJGX-20,QTLF0BL131139GJGX-20-1C1,131139,ENABLED,17898
七台河,QTLF0BL131133GJGX-20,QTLF0BL131133GJGX-20-1C1,131133,ENABLED,17898
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-1A1,131151,DISABLED,17898
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141-3A1,gNBId,DISABLED,17898
七台河,QTLF0BL131100GJGX-20,QTLF0BL131100GJGX-20-1CT,131100,ENABLED,1015
七台河,QTLF0BL131093GJGX-20,QTLF0BL131093GJGX-20-1CT,131093,DISABLED,1015
七台河,QTLF0BL131087GJGX-20,QTLF0BL131087GJGX-20-2AT,131087,ENABLED,1015
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-1B1,131088,ENABLED,17898
七台河,QTLF0BL131093GJGX-20,QTLF0BL131093GJGX-20-1C1,131093,ENABLED,17898
七台河,QTLF0BL131087GJGX-20,QTLF0BL131087GJGX-20-2A1,131087,ENABLED,17898
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-1BT,131088,ENABLED,1015
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-1AT,131151,DISABLED,1014
七台河,QTLF0BL131148GJGX-20,QTLF0BL131148GJGX-20-1CT,131148,DISABLED,1016
七台河,QTLF0BL131120GJGX-20,QTLF0BL131120GJGX-20-2B1,131120,ENABLED,17898
七台河,QTLF0QZ968004GJGX-20,QTLF0QZ968004-1A1,gNBId,ENABLED,17898
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-2B1,131088,ENABLED,17898
七台河,QTLF0BL131148GJGX-20,QTLF0BL131148GJGX-20-1C1,131148,ENABLED,17898
七台河,QTLF0BL131120GJGX-20,QTLF0BL131120GJGX-20-2BT,131120,ENABLED,1015
七台河,QTLF0BL131128GJGX-20,QTLF0BL131128GJGX-20-1A1,131128,ENABLED,17898
七台河,QTLF0BL131104GJGX-20,QTLF0BL131104GJGX-20-1C1,131104,ENABLED,17898
七台河,QTLF0XX131174GJGX-20,QTLF0XX131174GJGX-20-1A1,131174,ENABLED,17897
七台河,QTLF0QZ131146GJGX-20,QTLF0QZ131146GJGX-20-1AT,131146,ENABLED,1008
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-2CT,131088,ENABLED,1015
七台河,QTLF0BL968005,QTLF0BL968005-1A1,968005,DISABLED,17898
七台河,QTLF0BL131111GJGX-20,QTLF0BL131111GJGX-20-2AT,131111,ENABLED,1015
七台河,QTLF0BL131157GJGX-20,QTLF0BL131157GJGX-20-1AT,131157,ENABLED,1015
七台河,QTLF0XX131175GJGX-20,QTLF0XX131175GJGX-20-1B1,131175,ENABLED,17897
七台河,QTLF0BL131140GJGX-20,QTLF0BL131140GJGX-20-1AT,131140,ENABLED,1016
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-2C1,131088,ENABLED,17898
七台河,QTLF0QZ131146GJGX-20,QTLF0QZ131146GJGX-20-1A1,131146,ENABLED,17898
七台河,QTLF0BL131140GJGX-20,QTLF0BL131140GJGX-20-1A1,131140,ENABLED,17898
七台河,QTLF0BL131157GJGX-20,QTLF0BL131157GJGX-20-1A1,131157,ENABLED,17898
七台河,QTLF0BL131111GJGX-20,QTLF0BL131111GJGX-20-2A1,131111,ENABLED,17898
七台河,QTLF0BL131128GJGX-20,QTLF0BL131128GJGX-20-1AT,131128,ENABLED,1015
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-2CT,131154,ENABLED,1008
七台河,QTLF0BL131104GJGX-20,QTLF0BL131104GJGX-20-1CT,131104,DISABLED,1015
七台河,QTLF0XX131118GJGX-20,QTLF0XX131118GJGX-20-1AT,131118,DISABLED,1008
七台河,QTLF0XX131168GJGX-20,QTLF0XX131168GJGX-20-1AT,131168,DISABLED,1013
七台河,QTLF0XX131118GJGX-20,QTLF0XX131118GJGX-20-1A1,131118,ENABLED,17897
七台河,QTLF0BL131104GJGX-20,QTLF0BL131104GJGX-20-2A1,131104,ENABLED,17898
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-2AT,131151,DISABLED,1008
七台河,QTLF0BL131102GJGX-20,QTLF0BL131102GJGX-20-2C1,131102,ENABLED,17898
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-1AT,131088,ENABLED,1015
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-2A1,131151,DISABLED,17898
七台河,QTLF0BL131104GJGX-20,QTLF0BL131104GJGX-20-2AT,131104,ENABLED,1015
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-1A1,131088,ENABLED,17898
七台河,QTLF0BL131136GJGX-20,QTLF0BL131136GJGX-20-1CT,131136,ENABLED,1015
七台河,QTLF0BL131102GJGX-20,QTLF0BL131102GJGX-20-2CT,131102,ENABLED,1015
七台河,QTLF0BL131093GJGX-20,QTLF0BL131093GJGX-20-1B1,131093,ENABLED,17898
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-1B1,131154,ENABLED,17898
七台河,QTLF0BL131109GJGX-20,QTLF0BL131109GJGX-20-1C1,131109,ENABLED,17898
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-1BT,131154,DISABLED,1008
七台河,QTLF0BL131109GJGX-20,QTLF0BL131109GJGX-20-1CT,131109,ENABLED,1015
七台河,QTLF0XX131175GJGX-20,QTLF0XX131175GJGX-20-1CT,131175,DISABLED,1013
七台河,QTLF0BL131093GJGX-20,QTLF0BL131093GJGX-20-1BT,131093,DISABLED,1015
七台河,QTLF0BL131144GJGX-20,QTLF0BL131144GJGX-20-1CT,131144,ENABLED,1016
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-2BT,131088,ENABLED,1015
七台河,QTLF0BL131086GJGX-20,QTLF0BL131086GJGX-20-1A1,131086,ENABLED,17898
七台河,QTLF0BL131107GJGX-20,QTLF0BL131107GJGX-20-1AT,131107,ENABLED,1015
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-2A1,131094,ENABLED,17898
七台河,QTLF0BL131090GJGX-20,QTLF0BL131090GJGX-20-1A1,131090,ENABLED,17898
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-2BT,131154,ENABLED,1008
七台河,QTLF0BL131128GJGX-20,QTLF0BL131128GJGX-20-1BT,131128,ENABLED,1015
七台河,QTLF0BL131107GJGX-20,QTLF0BL131107GJGX-20-1A1,131107,ENABLED,17898
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-2AT,131094,ENABLED,1015
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-2B1,131154,ENABLED,17898
七台河,QTLF0BL131090GJGX-20,QTLF0BL131090GJGX-20-1AT,131090,ENABLED,1015
七台河,QTLF0BL131128GJGX-20,QTLF0BL131128GJGX-20-1B1,131128,ENABLED,17898
七台河,QTLF0XX131175GJGX-20,QTLF0XX131175GJGX-20-1BT,131175,DISABLED,1013
七台河,QTLF0BL131135GJGX-20,QTLF0BL131135GJGX-20-1BT,131135,DISABLED,1015
七台河,QTLF0BL131086GJGX-20,QTLF0BL131086GJGX-20-1AT,131086,ENABLED,1015
七台河,QTLF0QZ131162GJGX-20,QTLF0QZ131162GJGX-20-1A1,131162,ENABLED,17897
七台河,QTLF0QZ131162GJGX-20,QTLF0QZ131162GJGX-20-1AT,131162,ENABLED,1008
七台河,QTLF0BL131096GJGX-20,QTLF0BL131096GJGX-20-1A1,131096,ENABLED,17898
七台河,QTLF0BL131081GJGX-20,QTLF0BL131081GJGX-20-1B1,131081,ENABLED,17898
七台河,QTLF0BL131113GJGX-20,QTLF0BL131113GJGX-20-1BT,131113,ENABLED,1015
七台河,QTLF0BL131139GJGX-20,QTLF0BL131139GJGX-20-1AT,131139,ENABLED,1016
七台河,QTLF0BL131102GJGX-20,QTLF0BL131102GJGX-20-2BT,131102,ENABLED,1015
七台河,QTLF0BL131139GJGX-20,QTLF0BL131139GJGX-20-1A1,131139,ENABLED,17898
七台河,QTLF0BL131102GJGX-20,QTLF0BL131102GJGX-20-2B1,131102,ENABLED,17898
七台河,QTLF0BL131096GJGX-20,QTLF0BL131096GJGX-20-1AT,131096,ENABLED,1015
七台河,QTLF0BL131081GJGX-20,QTLF0BL131081GJGX-20-1BT,131081,ENABLED,1015
七台河,QTLF0BL131113GJGX-20,QTLF0BL131113GJGX-20-1B1,131113,ENABLED,17898
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-1CT,131154,DISABLED,1008
七台河,QTLF0BL131109GJGX-20,QTLF0BL131109GJGX-20-1BT,131109,ENABLED,1015
七台河,QTLF0BL131103GJGX-20,QTLF0BL131103GJGX-20-1B1,131103,ENABLED,17898
七台河,QTLF0BL131144GJGX-20,QTLF0BL131144GJGX-20-1BT,131144,ENABLED,1016
七台河,QTLF0BL131093GJGX-20,QTLF0BL131093GJGX-20-1AT,131093,DISABLED,1015
七台河,QTLF0BL131087GJGX-20,QTLF0BL131087GJGX-20-2CT,131087,ENABLED,1015
七台河,QTLF0BL131144GJGX-20,QTLF0BL131144GJGX-20-1B1,131144,ENABLED,17898
七台河,QTLF0BL131093GJGX-20,QTLF0BL131093GJGX-20-1A1,131093,ENABLED,17898
七台河,QTLF0BL131087GJGX-20,QTLF0BL131087GJGX-20-2C1,131087,ENABLED,17898
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-1C1,131154,ENABLED,17898
七台河,QTLF0BL131109GJGX-20,QTLF0BL131109GJGX-20-1B1,131109,ENABLED,17898
七台河,QTLF0BL131148GJGX-20,QTLF0BL131148GJGX-20-1AT,131148,DISABLED,1016
七台河,QTLF0BL131090GJGX-20,QTLF0BL131090GJGX-20-1BT,131090,ENABLED,1015
七台河,QTLF0BL131085GJGX-20,QTLF0BL131085GJGX-20-2C1,131085,DISABLED,17898
七台河,QTLF0BL131085GJGX-20,QTLF0BL131085GJGX-20-1B1,131085,ENABLED,17898
七台河,QTLF0BL131085GJGX-20,QTLF0BL131085GJGX-20-1BT,131085,ENABLED,1015
七台河,QTLF0BL131148GJGX-20,QTLF0BL131148GJGX-20-1A1,131148,ENABLED,17898
七台河,QTLF0BL131090GJGX-20,QTLF0BL131090GJGX-20-1B1,131090,ENABLED,17898
七台河,QTLF0BL131085GJGX-20,QTLF0BL131085GJGX-20-2CT,131085,DISABLED,1015
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-2AT,131154,ENABLED,1008
七台河,QTLF0BL131104GJGX-20,QTLF0BL131104GJGX-20-1A1,131104,ENABLED,17898
七台河,QTLF0BL131149GJGX-20,QTLF0BL131149GJGX-20-1C1,131149,ENABLED,17898
七台河,QTLF0BL131081GJGX-20,QTLF0BL131081GJGX-20-2CT,131081,ENABLED,1015
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141-2A1,gNBId,ENABLED,17898
七台河,QTLF0BL131128GJGX-20,QTLF0BL131128GJGX-20-1C1,131128,ENABLED,17898
七台河,QTLF0BL131111GJGX-20,QTLF0BL131111GJGX-20-2CT,131111,ENABLED,1015
七台河,QTLF0BL968005,QTLF0BL968005-1C1,968005,ENABLED,17898
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-2A1,131088,ENABLED,17898
七台河,QTLF0BL131111GJGX-20,QTLF0BL131111GJGX-20-2C1,131111,ENABLED,17898
七台河,QTLF0QZ968010,QTLF0QZ968010-1B1,968010,ENABLED,17898
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-2A1,131154,ENABLED,17898
七台河,QTLF0BL131081GJGX-20,QTLF0BL131081GJGX-20-2C1,131081,ENABLED,17898
七台河,QTLF0BL131149GJGX-20,QTLF0BL131149GJGX-20-1CT,131149,ENABLED,1016
七台河,QTLF0BL131104GJGX-20,QTLF0BL131104GJGX-20-1AT,131104,DISABLED,1015
七台河,QTLF0BL131128GJGX-20,QTLF0BL131128GJGX-20-1CT,131128,ENABLED,1015
七台河,QTLF0BL131113GJGX-20,QTLF0BL131113GJGX-20-2C1,131113,ENABLED,17898
七台河,QTLF0BL131081GJGX-20,QTLF0BL131081GJGX-20-1CT,131081,ENABLED,1015
七台河,QTLF0BL131113GJGX-20,QTLF0BL131113GJGX-20-2CT,131113,ENABLED,1015
七台河,QTLF0BL131081GJGX-20,QTLF0BL131081GJGX-20-1C1,131081,ENABLED,17898
七台河,QTLF0BL131113GJGX-20,QTLF0BL131113GJGX-20-1C1,131113,ENABLED,17898
七台河,QTLF0BL131113GJGX-20,QTLF0BL131113GJGX-20-1CT,131113,ENABLED,1015
七台河,QTLF0BL131144GJGX-20,QTLF0BL131144GJGX-20-1C1,131144,ENABLED,17898
七台河,QTLF0BL131085GJGX-20,QTLF0BL131085GJGX-20-1CT,131085,ENABLED,1015
七台河,QTLF0BL131087GJGX-20,QTLF0BL131087GJGX-20-2B1,131087,ENABLED,17898
七台河,QTLF0BL131120GJGX-20,QTLF0BL131120GJGX-20-1AT,131120,ENABLED,1015
七台河,QTLF0BL131109GJGX-20,QTLF0BL131109GJGX-20-1A1,131109,ENABLED,17898
七台河,QTLF0BL131158GJGX-20,QTLF0BL131158GJGX-20-1AT,131158,DISABLED,17898
七台河,QTLF0BL131085GJGX-20,QTLF0BL131085GJGX-20-2BT,131085,ENABLED,1015
七台河,QTLF0BL131109GJGX-20,QTLF0BL131109GJGX-20-1AT,131109,ENABLED,1015
七台河,QTLF0BL131158GJGX-20,QTLF0BL131158GJGX-20-1A1,131158,ENABLED,17898
七台河,QTLF0BL131085GJGX-20,QTLF0BL131085GJGX-20-2B1,131085,ENABLED,17898
七台河,QTLF0BL131110GJGX-20,QTLF0BL131110GJGX-20-2CT,131110,ENABLED,1015
七台河,QTLF0BL131085GJGX-20,QTLF0BL131085GJGX-20-1C1,131085,ENABLED,17898
七台河,QTLF0BL131087GJGX-20,QTLF0BL131087GJGX-20-2BT,131087,ENABLED,1015
七台河,QTLF0BL131120GJGX-20,QTLF0BL131120GJGX-20-1A1,131120,ENABLED,17898
七台河,QTLF0BL131090GJGX-20,QTLF0BL131090GJGX-20-1C1,131090,ENABLED,17898
七台河,QTLF0BL131086GJGX-20,QTLF0BL131086GJGX-20-1C1,131086,ENABLED,17898
七台河,QTLF0BL131107GJGX-20,QTLF0BL131107GJGX-20-1CT,131107,ENABLED,1015
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-2C1,131094,ENABLED,17898
七台河,QTLF0BL131149GJGX-20,QTLF0BL131149GJGX-20-1BT,131149,ENABLED,1016
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-2CT,131094,ENABLED,1015
七台河,QTLF0BL131107GJGX-20,QTLF0BL131107GJGX-20-1C1,131107,ENABLED,17898
七台河,QTLF0BL131149GJGX-20,QTLF0BL131149GJGX-20-1B1,131149,ENABLED,17898
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141-2B1,gNBId,ENABLED,17898
七台河,QTLF0BL131090GJGX-20,QTLF0BL131090GJGX-20-1CT,131090,ENABLED,1015
七台河,QTLF0BL131086GJGX-20,QTLF0BL131086GJGX-20-1CT,131086,ENABLED,1015
七台河,QTLF0BL131135GJGX-20,QTLF0BL131135GJGX-20-1C1,131135,ENABLED,17898
七台河,QTLF0BL968005,QTLF0BL968005-1B1,968005,ENABLED,17898
七台河,QTLF0BL131113GJGX-20,QTLF0BL131113GJGX-20-2BT,131113,DISABLED,1015
七台河,QTLF0QZ131162GJGX-20,QTLF0QZ131162GJGX-20-1C1,131162,ENABLED,17897
七台河,QTLF0BL131111GJGX-20,QTLF0BL131111GJGX-20-2B1,131111,ENABLED,17898
七台河,QTLF0QZ968010,QTLF0QZ968010-1C1,968010,ENABLED,17898
七台河,QTLF0BL131081GJGX-20,QTLF0BL131081GJGX-20-2BT,131081,ENABLED,1015
七台河,QTLF0BL131088GJGX-20,QTLF0BL131088GJGX-20-2AT,131088,ENABLED,1015
七台河,QTLF0BL131113GJGX-20,QTLF0BL131113GJGX-20-2B1,131113,DISABLED,17898
七台河,QTLF0QZ131162GJGX-20,QTLF0QZ131162GJGX-20-1CT,131162,ENABLED,1008
七台河,QTLF0BL131111GJGX-20,QTLF0BL131111GJGX-20-2BT,131111,ENABLED,1015
七台河,QTLF0QZ968004GJGX-20,QTLF0QZ968004GJGX-20-2CT,968004,ENABLED,1008
七台河,QTLF0BL131155GJGX-20,QTLF0BL131155GJGX-20-1BT,131155,DISABLED,1015
七台河,QTLF0XX131168GJGX-20,QTLF0XX131168GJGX-20-1B1,131168,ENABLED,17897
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-1BT,131123,DISABLED,1015
七台河,QTLF0QZ968004GJGX-20,QTLF0QZ968004GJGX-20-2C1,968004,ENABLED,17898
七台河,QTLF0BL131155GJGX-20,QTLF0BL131155GJGX-20-1B1,131155,ENABLED,17898
七台河,QTLF0XX131168GJGX-20,QTLF0XX131168GJGX-20-1BT,131168,DISABLED,1013
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-1AT,131154,DISABLED,1008
七台河,QTLF0XX131174GJGX-20,QTLF0XX131174GJGX-20-1B1,131174,ENABLED,17897
七台河,QTLF0QZ131153GJGX-20,QTLF0QZ131153GJGX-20-1AT,131153,ENABLED,1008
七台河,QTLF0QZ131153GJGX-20,QTLF0QZ131153GJGX-20-1A1,131153,ENABLED,17898
七台河,QTLF0QZ131154GJGX-20,QTLF0QZ131154GJGX-20-1A1,131154,ENABLED,17898
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-2BT,131094,ENABLED,1015
七台河,QTLF0BL131085GJGX-20,QTLF0BL131085GJGX-20-2A1,131085,ENABLED,17898
七台河,QTLF0BL131120GJGX-20,QTLF0BL131120GJGX-20-1B1,131120,ENABLED,17898
七台河,QTLF0BL131155GJGX-20,QTLF0BL131155GJGX-20-1C1,131155,ENABLED,17898
七台河,QTLF0BL131120GJGX-20,QTLF0BL131120GJGX-20-1BT,131120,ENABLED,1015
七台河,QTLF0XX131174GJGX-20,QTLF0XX131174GJGX-20-1AT,131174,DISABLED,1013
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-2B1,131094,ENABLED,17898
